,dataset,model,acc_mean,acc_std,f1_mean,f1_std,time_mean,time_std
185,SemgHandMovementCh2,RDST NN,0.6132592592592593,0.017800756754000356,0.6145467153291538,0.017376847437511764,29.94541122118632,0.717415719398531
186,SemgHandSubjectCh2,RDST,0.8828148148148147,0.016698077396865622,0.8820278077687616,0.01713927779653337,63.91780819892883,2.682574069536024
187,SemgHandSubjectCh2,RDST NN,0.8813333333333334,0.01659589914143724,0.8809105744365731,0.01676558954886732,30.20661919116974,0.5625273759472602
188,Yoga,RDST,0.9289,0.006724829613702737,0.9284134348702481,0.006769070189792925,32.59318056106567,2.1594187388514072
189,Yoga,RDST NN,0.9062888888888888,0.008183874538941547,0.9056500642363492,0.008226416102477254,26.624407800038657,0.688785589357973
190,UWaveGestureLibraryX,RDST,0.8586450772380422,0.005120551708344607,0.8545005436856343,0.005589282697848259,32.664965430895485,1.2400316959669302
191,UWaveGestureLibraryX,RDST NN,0.8339009864135492,0.005976526102852715,0.8268243255631639,0.006742314953753125,29.302067732810976,0.6143451451409091
192,UWaveGestureLibraryY,RDST,0.7740182393448723,0.006486902024303646,0.771064724680309,0.0068411808339069275,32.5213626464208,1.3174008042859868
193,UWaveGestureLibraryY,RDST NN,0.7430578820026054,0.007701511018818218,0.7385957236335371,0.00830052829792091,29.465619198481242,0.6126545282289878
194,UWaveGestureLibraryZ,RDST,0.7961380978968918,0.006102220499931222,0.7923705097540209,0.006473668837658906,32.67644643783569,1.1817497215772579
195,UWaveGestureLibraryZ,RDST NN,0.7701563372417646,0.0066355490301027616,0.7630188999339177,0.007188658206558081,29.5075178305308,0.50187866524696
196,ElectricDevices,RDST,0.9027666104698915,0.027925093336375394,0.8795079428288698,0.037343219434396537,119.83554142316183,1.8990788755699544
197,ElectricDevices,RDST NN,0.8871914580901742,0.029466896411734125,0.8622125439484566,0.03874786857577437,118.78284591039022,5.076189429946777
198,EthanolLevel,RDST,0.7406666666666666,0.023230344140560837,0.732612805726484,0.023864321539730466,93.21950418949127,3.406664464629625
199,EthanolLevel,RDST NN,0.5972666666666666,0.020340326666228568,0.569563761644337,0.022443740228843052,37.93609666824341,0.7634090661680987
200,Phoneme,RDST,0.3235407876230661,0.0135064241121788,0.13375072886180922,0.011411683554133994,86.28319346110025,5.306555944294713
